id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,tempat_kejadian,jumlah_kekerasan,satuan,tahun
817,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUMAH TANGGA,28,KASUS,2023
818,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TEMPAT KERJA,45,KASUS,2023
819,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAINNYA,168,KASUS,2023
820,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SEKOLAH,11,KASUS,2023
821,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASILITAS UMUM,3,KASUS,2023
822,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
823,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUMAH TANGGA,83,KASUS,2023
824,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TEMPAT KERJA,6,KASUS,2023
825,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAINNYA,17,KASUS,2023
826,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SEKOLAH,6,KASUS,2023
827,32,JAWA BARAT,3203,KABUPATEN CIANJUR,FASILITAS UMUM,27,KASUS,2023
828,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
829,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUMAH TANGGA,89,KASUS,2023
830,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TEMPAT KERJA,0,KASUS,2023
831,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAINNYA,2,KASUS,2023
832,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SEKOLAH,7,KASUS,2023
833,32,JAWA BARAT,3204,KABUPATEN BANDUNG,FASILITAS UMUM,44,KASUS,2023
834,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
835,32,JAWA BARAT,3205,KABUPATEN GARUT,RUMAH TANGGA,111,KASUS,2023
836,32,JAWA BARAT,3205,KABUPATEN GARUT,TEMPAT KERJA,1,KASUS,2023
837,32,JAWA BARAT,3205,KABUPATEN GARUT,LAINNYA,15,KASUS,2023
838,32,JAWA BARAT,3205,KABUPATEN GARUT,SEKOLAH,2,KASUS,2023
839,32,JAWA BARAT,3205,KABUPATEN GARUT,FASILITAS UMUM,4,KASUS,2023
840,32,JAWA BARAT,3205,KABUPATEN GARUT,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
841,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH TANGGA,138,KASUS,2023
842,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TEMPAT KERJA,0,KASUS,2023
843,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAINNYA,2,KASUS,2023
844,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SEKOLAH,5,KASUS,2023
845,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASILITAS UMUM,10,KASUS,2023
846,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LEMBAGA PENDIDIKAN KILAT,4,KASUS,2023
847,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH TANGGA,12,KASUS,2023
848,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TEMPAT KERJA,0,KASUS,2023
849,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAINNYA,2,KASUS,2023
850,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SEKOLAH,13,KASUS,2023
851,32,JAWA BARAT,3207,KABUPATEN CIAMIS,FASILITAS UMUM,8,KASUS,2023
852,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
853,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH TANGGA,43,KASUS,2023
854,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TEMPAT KERJA,2,KASUS,2023
855,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAINNYA,51,KASUS,2023
856,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SEKOLAH,12,KASUS,2023
857,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,FASILITAS UMUM,9,KASUS,2023
858,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
859,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH TANGGA,81,KASUS,2023
860,32,JAWA BARAT,3209,KABUPATEN CIREBON,TEMPAT KERJA,3,KASUS,2023
861,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAINNYA,3,KASUS,2023
862,32,JAWA BARAT,3209,KABUPATEN CIREBON,SEKOLAH,8,KASUS,2023
863,32,JAWA BARAT,3209,KABUPATEN CIREBON,FASILITAS UMUM,14,KASUS,2023
864,32,JAWA BARAT,3209,KABUPATEN CIREBON,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
865,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH TANGGA,12,KASUS,2023
866,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TEMPAT KERJA,0,KASUS,2023
867,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAINNYA,6,KASUS,2023
868,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SEKOLAH,0,KASUS,2023
869,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FASILITAS UMUM,0,KASUS,2023
870,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
871,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH TANGGA,30,KASUS,2023
872,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TEMPAT KERJA,0,KASUS,2023
873,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAINNYA,18,KASUS,2023
874,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SEKOLAH,0,KASUS,2023
875,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,FASILITAS UMUM,1,KASUS,2023
876,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
877,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH TANGGA,44,KASUS,2023
878,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TEMPAT KERJA,3,KASUS,2023
879,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAINNYA,9,KASUS,2023
880,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SEKOLAH,1,KASUS,2023
881,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,FASILITAS UMUM,18,KASUS,2023
882,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
883,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH TANGGA,66,KASUS,2023
884,32,JAWA BARAT,3213,KABUPATEN SUBANG,TEMPAT KERJA,2,KASUS,2023
885,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAINNYA,20,KASUS,2023
886,32,JAWA BARAT,3213,KABUPATEN SUBANG,SEKOLAH,4,KASUS,2023
887,32,JAWA BARAT,3213,KABUPATEN SUBANG,FASILITAS UMUM,10,KASUS,2023
888,32,JAWA BARAT,3213,KABUPATEN SUBANG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
889,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH TANGGA,20,KASUS,2023
890,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TEMPAT KERJA,1,KASUS,2023
891,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAINNYA,5,KASUS,2023
892,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SEKOLAH,2,KASUS,2023
893,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASILITAS UMUM,6,KASUS,2023
894,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
895,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH TANGGA,62,KASUS,2023
896,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TEMPAT KERJA,5,KASUS,2023
897,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAINNYA,39,KASUS,2023
898,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SEKOLAH,20,KASUS,2023
899,32,JAWA BARAT,3215,KABUPATEN KARAWANG,FASILITAS UMUM,3,KASUS,2023
900,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
901,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH TANGGA,184,KASUS,2023
902,32,JAWA BARAT,3216,KABUPATEN BEKASI,TEMPAT KERJA,4,KASUS,2023
903,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAINNYA,129,KASUS,2023
904,32,JAWA BARAT,3216,KABUPATEN BEKASI,SEKOLAH,21,KASUS,2023
905,32,JAWA BARAT,3216,KABUPATEN BEKASI,FASILITAS UMUM,6,KASUS,2023
906,32,JAWA BARAT,3216,KABUPATEN BEKASI,LEMBAGA PENDIDIKAN KILAT,6,KASUS,2023
907,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH TANGGA,54,KASUS,2023
908,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TEMPAT KERJA,2,KASUS,2023
909,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAINNYA,4,KASUS,2023
910,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SEKOLAH,0,KASUS,2023
911,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASILITAS UMUM,0,KASUS,2023
912,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
913,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH TANGGA,17,KASUS,2023
914,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TEMPAT KERJA,0,KASUS,2023
915,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAINNYA,15,KASUS,2023
916,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SEKOLAH,0,KASUS,2023
917,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASILITAS UMUM,1,KASUS,2023
918,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
919,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH TANGGA,58,KASUS,2023
920,32,JAWA BARAT,3271,KOTA BOGOR,TEMPAT KERJA,1,KASUS,2023
921,32,JAWA BARAT,3271,KOTA BOGOR,LAINNYA,24,KASUS,2023
922,32,JAWA BARAT,3271,KOTA BOGOR,SEKOLAH,4,KASUS,2023
923,32,JAWA BARAT,3271,KOTA BOGOR,FASILITAS UMUM,23,KASUS,2023
924,32,JAWA BARAT,3271,KOTA BOGOR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
925,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH TANGGA,55,KASUS,2023
926,32,JAWA BARAT,3272,KOTA SUKABUMI,TEMPAT KERJA,2,KASUS,2023
927,32,JAWA BARAT,3272,KOTA SUKABUMI,LAINNYA,18,KASUS,2023
928,32,JAWA BARAT,3272,KOTA SUKABUMI,SEKOLAH,20,KASUS,2023
929,32,JAWA BARAT,3272,KOTA SUKABUMI,FASILITAS UMUM,8,KASUS,2023
930,32,JAWA BARAT,3272,KOTA SUKABUMI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
931,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH TANGGA,231,KASUS,2023
932,32,JAWA BARAT,3273,KOTA BANDUNG,TEMPAT KERJA,3,KASUS,2023
933,32,JAWA BARAT,3273,KOTA BANDUNG,LAINNYA,166,KASUS,2023
934,32,JAWA BARAT,3273,KOTA BANDUNG,SEKOLAH,22,KASUS,2023
935,32,JAWA BARAT,3273,KOTA BANDUNG,FASILITAS UMUM,32,KASUS,2023
936,32,JAWA BARAT,3273,KOTA BANDUNG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
937,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH TANGGA,14,KASUS,2023
938,32,JAWA BARAT,3274,KOTA CIREBON,TEMPAT KERJA,0,KASUS,2023
939,32,JAWA BARAT,3274,KOTA CIREBON,LAINNYA,0,KASUS,2023
940,32,JAWA BARAT,3274,KOTA CIREBON,SEKOLAH,0,KASUS,2023
941,32,JAWA BARAT,3274,KOTA CIREBON,FASILITAS UMUM,0,KASUS,2023
942,32,JAWA BARAT,3274,KOTA CIREBON,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
943,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH TANGGA,0,KASUS,2023
944,32,JAWA BARAT,3275,KOTA BEKASI,TEMPAT KERJA,0,KASUS,2023
945,32,JAWA BARAT,3275,KOTA BEKASI,LAINNYA,0,KASUS,2023
946,32,JAWA BARAT,3275,KOTA BEKASI,SEKOLAH,0,KASUS,2023
947,32,JAWA BARAT,3275,KOTA BEKASI,FASILITAS UMUM,0,KASUS,2023
948,32,JAWA BARAT,3275,KOTA BEKASI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
949,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH TANGGA,130,KASUS,2023
950,32,JAWA BARAT,3276,KOTA DEPOK,TEMPAT KERJA,2,KASUS,2023
951,32,JAWA BARAT,3276,KOTA DEPOK,LAINNYA,58,KASUS,2023
952,32,JAWA BARAT,3276,KOTA DEPOK,SEKOLAH,12,KASUS,2023
953,32,JAWA BARAT,3276,KOTA DEPOK,FASILITAS UMUM,3,KASUS,2023
954,32,JAWA BARAT,3276,KOTA DEPOK,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
955,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH TANGGA,37,KASUS,2023
956,32,JAWA BARAT,3277,KOTA CIMAHI,TEMPAT KERJA,0,KASUS,2023
957,32,JAWA BARAT,3277,KOTA CIMAHI,LAINNYA,19,KASUS,2023
958,32,JAWA BARAT,3277,KOTA CIMAHI,SEKOLAH,6,KASUS,2023
959,32,JAWA BARAT,3277,KOTA CIMAHI,FASILITAS UMUM,3,KASUS,2023
960,32,JAWA BARAT,3277,KOTA CIMAHI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
961,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH TANGGA,3,KASUS,2023
962,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TEMPAT KERJA,1,KASUS,2023
963,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAINNYA,4,KASUS,2023
964,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SEKOLAH,0,KASUS,2023
965,32,JAWA BARAT,3278,KOTA TASIKMALAYA,FASILITAS UMUM,0,KASUS,2023
966,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
967,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH TANGGA,1,KASUS,2023
968,32,JAWA BARAT,3279,KOTA BANJAR,TEMPAT KERJA,0,KASUS,2023
969,32,JAWA BARAT,3279,KOTA BANJAR,LAINNYA,4,KASUS,2023
970,32,JAWA BARAT,3279,KOTA BANJAR,SEKOLAH,0,KASUS,2023
971,32,JAWA BARAT,3279,KOTA BANJAR,FASILITAS UMUM,0,KASUS,2023
972,32,JAWA BARAT,3279,KOTA BANJAR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
